-0.000888325,0.006441224
0.002664975,0.206119163
0.010659898,0.412238325
0.022208122,0.611916264
0.03819797,0.811594203
0.056852792,1.011272142
0.076395939,1.210950081
0.097715736,1.410628019
0.118147208,1.610305958
0.139467005,1.809983897
0.159898477,2.009661836
0.181218274,2.209339775
0.199873096,2.409017713
0.219416244,2.608695652
0.237182741,2.808373591
0.254060914,3.014492754
0.270939086,3.214170692
0.286928934,3.413848631
0.301142132,3.607085346
0.31535533,3.806763285
0.328680203,4.012882448
