0.01,1
0.011768,1
0.013849,1
0.016298,1
0.019179,1
0.02257,1
0.026561,1
0.031257,1
0.036784,1
0.043288,1
0.050941,0.99998
0.059948,0.99995
0.070548,0.99992
0.083022,0.99987
0.097701,0.99979
0.11498,0.9997
0.1353,0.99956
0.15923,0.99937
0.18738,0.99911
0.22051,0.99875
0.2595,0.99825
0.30539,0.99757
0.35938,0.99662
0.42292,0.99531
0.4977,0.99352
0.5857,0.99106
0.68926,0.9877
0.81113,0.98313
0.95455,0.97696
1.1233,0.96872
1.3219,0.95782
1.5557,0.94363
1.8307,0.92549
2.1544,0.90281
2.5354,0.87521
2.9836,0.84258
3.5112,0.80523
4.132,0.76382
4.8626,0.7194
5.7224,0.67318
6.7342,0.62643
7.9248,0.58033
9.326,0.53586
10.975,0.49375
12.915,0.45449
15.199,0.41835
17.886,0.38541
21.049,0.35561
24.771,0.32878
29.151,0.30471
34.305,0.28314
40.37,0.26381
47.508,0.24644
55.908,0.2308
65.793,0.21664
77.426,0.20378
91.116,0.19202
107.23,0.18121
126.19,0.17123
148.5,0.16195
174.75,0.15329
205.65,0.14518
242.01,0.13755
284.8,0.13035
335.16,0.12354
394.42,0.1171
464.16,0.11099
546.23,0.10519
642.81,0.099694
756.46,0.094475
890.22,0.089522
1047.6,0.084822
1232.8,0.080363
1450.8,0.076134
1707.4,0.072124
2009.2,0.068323
2364.5,0.06472
2782.6,0.061306
3274.5,0.058071
3853.5,0.055007
4534.9,0.052104
5336.7,0.049354
6280.3,0.046749
7390.7,0.044282
8697.5,0.041945
10235,0.039732
12045,0.037636
14175,0.03565
16681,0.03377
19630,0.031988
23101,0.030301
27186,0.028703
31993,0.02719
37649,0.025756
44306,0.024398
52140,0.023112
61359,0.021894
72208,0.02074
84975,0.019647
1e+05,0.018612
